taxonomy	Caro-Soil-SIP-pooled__JR71_7__27651__L1_S31_L005_R1_001	Caro-Soil-SIP-pooled__JR71_7__27651__L2_S55_L006_R1_001	Caro-Soil-SIP-pooled__JR71_7__27651__L3_S1319_L007_R1_001	Caro-Soil-SIP-pooled__JR72_8__27652__L1_S32_L005_R1_001	Caro-Soil-SIP-pooled__JR72_8__27652__L2_S56_L006_R1_001	Caro-Soil-SIP-pooled__JR72_8__27652__L3_S1320_L007_R1_001	Caro-Soil-SIP-pooled__JR73_9__27663__L1_S33_L005_R1_001	Caro-Soil-SIP-pooled__JR73_9__27663__L2_S57_L006_R1_001	Caro-Soil-SIP-pooled__JR73_9__27663__L3_S1321_L007_R1_001	Caro-Soil-SIP-pooled__JRP1_1__27645__L1_S25_L005_R1_001	Caro-Soil-SIP-pooled__JRP1_1__27645__L2_S49_L006_R1_001	Caro-Soil-SIP-pooled__JRP1_1__27645__L3_S1313_L007_R1_001	Caro-Soil-SIP-pooled__JRP2_2__27646__L1_S26_L005_R1_001	Caro-Soil-SIP-pooled__JRP2_2__27646__L2_S50_L006_R1_001	Caro-Soil-SIP-pooled__JRP2_2__27646__L3_S1314_L007_R1_001	Caro-Soil-SIP-pooled__JRP3_3__27647__L1_S27_L005_R1_001	Caro-Soil-SIP-pooled__JRP3_3__27647__L2_S51_L006_R1_001	Caro-Soil-SIP-pooled__JRP3_3__27647__L3_S1315_L007_R1_001	Caro-Soil-SIP-pooled__JS71_10__27664__L1_S34_L005_R1_001	Caro-Soil-SIP-pooled__JS71_10__27664__L2_S58_L006_R1_001	Caro-Soil-SIP-pooled__JS71_10__27664__L3_S1322_L007_R1_001	Caro-Soil-SIP-pooled__JS72_11__27665__L1_S35_L005_R1_001	Caro-Soil-SIP-pooled__JS72_11__27665__L2_S59_L006_R1_001	Caro-Soil-SIP-pooled__JS72_11__27665__L3_S1323_L007_R1_001	Caro-Soil-SIP-pooled__JS73_12__27666__L1_S36_L005_R1_001	Caro-Soil-SIP-pooled__JS73_12__27666__L2_S60_L006_R1_001	Caro-Soil-SIP-pooled__JS73_12__27666__L3_S1324_L007_R1_001	Caro-Soil-SIP-pooled__JSP1_4__27648__L1_S28_L005_R1_001	Caro-Soil-SIP-pooled__JSP1_4__27648__L2_S52_L006_R1_001	Caro-Soil-SIP-pooled__JSP1_4__27648__L3_S1316_L007_R1_001	Caro-Soil-SIP-pooled__JSP2_5__27649__L1_S29_L005_R1_001	Caro-Soil-SIP-pooled__JSP2_5__27649__L2_S53_L006_R1_001	Caro-Soil-SIP-pooled__JSP2_5__27649__L3_S1317_L007_R1_001	Caro-Soil-SIP-pooled__JSP3_6__27650__L1_S30_L005_R1_001	Caro-Soil-SIP-pooled__JSP3_6__27650__L2_S54_L006_R1_001	Caro-Soil-SIP-pooled__JSP3_6__27650__L3_S1318_L007_R1_001	Caro-Soil-SIP-pooled__LR71_19__27673__L1_S43_L005_R1_001	Caro-Soil-SIP-pooled__LR71_19__27673__L2_S67_L006_R1_001	Caro-Soil-SIP-pooled__LR71_19__27673__L3_S1331_L007_R1_001	Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	Caro-Soil-SIP-pooled__LR72_20__27674__L2_S68_L006_R1_001	Caro-Soil-SIP-pooled__LR72_20__27674__L3_S1332_L007_R1_001	Caro-Soil-SIP-pooled__LR73_21__27675__L1_S45_L005_R1_001	Caro-Soil-SIP-pooled__LR73_21__27675__L2_S69_L006_R1_001	Caro-Soil-SIP-pooled__LR73_21__27675__L3_S1333_L007_R1_001	Caro-Soil-SIP-pooled__LRP1_13__27667__L1_S37_L005_R1_001	Caro-Soil-SIP-pooled__LRP1_13__27667__L2_S61_L006_R1_001	Caro-Soil-SIP-pooled__LRP1_13__27667__L3_S1325_L007_R1_001	Caro-Soil-SIP-pooled__LRP2_14__27668__L1_S38_L005_R1_001	Caro-Soil-SIP-pooled__LRP2_14__27668__L2_S62_L006_R1_001	Caro-Soil-SIP-pooled__LRP2_14__27668__L3_S1326_L007_R1_001	Caro-Soil-SIP-pooled__LRP3_15__27669__L1_S39_L005_R1_001	Caro-Soil-SIP-pooled__LRP3_15__27669__L2_S63_L006_R1_001	Caro-Soil-SIP-pooled__LRP3_15__27669__L3_S1327_L007_R1_001	Caro-Soil-SIP-pooled__LS71_22__27676__L1_S46_L005_R1_001	Caro-Soil-SIP-pooled__LS71_22__27676__L2_S70_L006_R1_001	Caro-Soil-SIP-pooled__LS71_22__27676__L3_S1334_L007_R1_001	Caro-Soil-SIP-pooled__LS72_23__27677__L1_S47_L005_R1_001	Caro-Soil-SIP-pooled__LS72_23__27677__L2_S71_L006_R1_001	Caro-Soil-SIP-pooled__LS72_23__27677__L3_S1335_L007_R1_001	Caro-Soil-SIP-pooled__LS73_24__27678__L1_S48_L005_R1_001	Caro-Soil-SIP-pooled__LS73_24__27678__L2_S72_L006_R1_001	Caro-Soil-SIP-pooled__LS73_24__27678__L3_S1336_L007_R1_001	Caro-Soil-SIP-pooled__LSP1_16__27670__L1_S40_L005_R1_001	Caro-Soil-SIP-pooled__LSP1_16__27670__L2_S64_L006_R1_001	Caro-Soil-SIP-pooled__LSP1_16__27670__L3_S1328_L007_R1_001	Caro-Soil-SIP-pooled__LSP2_17__27671__L1_S41_L005_R1_001	Caro-Soil-SIP-pooled__LSP2_17__27671__L2_S65_L006_R1_001	Caro-Soil-SIP-pooled__LSP2_17__27671__L3_S1329_L007_R1_001	Caro-Soil-SIP-pooled__LSP3_18__27672__L1_S42_L005_R1_001	Caro-Soil-SIP-pooled__LSP3_18__27672__L2_S66_L006_R1_001	Caro-Soil-SIP-pooled__LSP3_18__27672__L3_S1330_L007_R1_001
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Microlunatus	0.66	0.64	0.62	0.69	0.64	0.61	0.58	0.57	0.5	0.71	0.64	0.7	0.6	0.51	0.47	0.51	0.48	0.38	0.51	0.48	0.39	0.41	0.45	0.46	0.42	0.4	0.37	0.49	0.5	0.32	0.51	0.46	0.35	0.45	0.38	0.35	0.14	0.13	0.14	0.17	0.15	0.14	0.17	0.16	0.22	0.11	0.11	0.08	0.13	0.19	0.15	0.19	0.11	0.06	0.25	0.25	0.26	0.23	0.25	0.24	0.27	0.26	0.25	0.29	0.24	0.25	0.24	0.27	0.2	0.2	0.22	0.15
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Mumia	0.02	0.0	0.0	0.03	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium	0.27	0.31	0.15	0.22	0.27	0.19	0.25	0.3	0.22	0.18	0.24	0.13	0.18	0.21	0.11	0.22	0.24	0.21	0.22	0.22	0.21	0.2	0.19	0.22	0.2	0.22	0.14	0.24	0.26	0.24	0.26	0.24	0.25	0.25	0.23	0.27	0.21	0.16	0.2	0.13	0.14	0.13	0.2	0.17	0.16	0.19	0.17	0.24	0.24	0.16	0.18	0.16	0.15	0.13	0.18	0.18	0.1	0.14	0.16	0.16	0.14	0.15	0.14	0.15	0.15	0.11	0.15	0.15	0.2	0.19	0.13	0.15
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides	2.52	2.55	2.49	2.47	2.56	2.41	2.46	2.77	2.64	2.79	2.72	2.58	2.47	2.33	2.59	2.18	1.97	2.05	2.72	2.91	2.45	2.96	2.75	2.55	2.97	3.1	2.96	2.78	2.95	2.84	2.84	2.81	2.6	2.51	2.74	2.5	1.46	1.24	1.24	1.37	1.37	1.03	1.38	1.27	1.14	1.03	0.98	0.88	1.17	1.06	1.01	1.04	1.07	1.24	1.81	1.71	1.66	1.63	1.7	1.74	1.77	1.66	1.74	1.59	1.56	1.52	1.34	1.32	1.42	1.32	1.43	1.53
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_B	0.48	0.4	0.36	0.39	0.58	0.58	0.51	0.37	0.41	0.41	0.3	0.51	0.33	0.36	0.29	0.34	0.36	0.37	0.42	0.4	0.42	0.44	0.46	0.42	0.53	0.49	0.41	0.55	0.55	0.55	0.45	0.48	0.48	0.36	0.44	0.38	0.24	0.2	0.2	0.2	0.27	0.19	0.27	0.18	0.26	0.21	0.18	0.25	0.2	0.15	0.25	0.17	0.17	0.19	0.32	0.29	0.2	0.33	0.26	0.25	0.28	0.3	0.29	0.22	0.24	0.32	0.27	0.25	0.25	0.2	0.24	0.31
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola	0.55	0.42	0.57	0.49	0.41	0.66	0.47	0.57	0.53	0.51	0.49	0.45	0.48	0.53	0.72	0.4	0.37	0.44	0.55	0.49	0.51	0.43	0.5	0.45	0.49	0.45	0.56	0.56	0.56	0.47	0.47	0.51	0.58	0.52	0.52	0.51	0.19	0.23	0.17	0.24	0.16	0.25	0.21	0.23	0.33	0.2	0.27	0.14	0.17	0.22	0.21	0.15	0.14	0.14	0.23	0.25	0.33	0.25	0.24	0.21	0.28	0.26	0.22	0.27	0.26	0.31	0.23	0.24	0.21	0.22	0.19	0.26
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_C	0.17	0.15	0.08	0.19	0.18	0.13	0.14	0.13	0.08	0.07	0.1	0.16	0.13	0.11	0.12	0.12	0.11	0.18	0.08	0.08	0.06	0.06	0.12	0.08	0.1	0.07	0.05	0.09	0.11	0.07	0.11	0.09	0.12	0.08	0.09	0.05	0.03	0.03	0.0	0.02	0.02	0.0	0.05	0.04	0.0	0.06	0.04	0.0	0.05	0.05	0.0	0.0	0.02	0.0	0.04	0.07	0.0	0.05	0.05	0.03	0.06	0.06	0.04	0.0	0.06	0.0	0.04	0.05	0.0	0.06	0.05	0.05
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A	0.2	0.21	0.14	0.22	0.23	0.23	0.21	0.22	0.2	0.17	0.17	0.15	0.22	0.2	0.16	0.16	0.22	0.22	0.22	0.24	0.27	0.29	0.24	0.2	0.3	0.17	0.26	0.35	0.2	0.14	0.23	0.19	0.21	0.21	0.2	0.17	0.15	0.16	0.12	0.1	0.14	0.12	0.16	0.13	0.12	0.1	0.09	0.09	0.1	0.11	0.08	0.1	0.12	0.0	0.26	0.24	0.27	0.16	0.21	0.18	0.16	0.22	0.17	0.2	0.21	0.25	0.18	0.17	0.13	0.12	0.19	0.12
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__JALZDI01	0.03	0.02	0.0	0.03	0.04	0.0	0.03	0.04	0.0	0.03	0.03	0.0	0.05	0.03	0.0	0.04	0.03	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__DATFRX01	0.02	0.02	0.0	0.03	0.03	0.0	0.03	0.02	0.0	0.06	0.08	0.0	0.09	0.05	0.0	0.05	0.06	0.0	0.02	0.04	0.0	0.04	0.02	0.0	0.02	0.02	0.0	0.03	0.02	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__JANLYC01	0.06	0.06	0.0	0.04	0.07	0.0	0.06	0.06	0.07	0.06	0.07	0.0	0.07	0.07	0.09	0.06	0.05	0.0	0.14	0.15	0.08	0.16	0.12	0.16	0.19	0.12	0.06	0.16	0.12	0.13	0.16	0.11	0.15	0.14	0.14	0.13	0.01	0.05	0.0	0.02	0.03	0.0	0.03	0.02	0.05	0.0	0.02	0.0	0.02	0.02	0.0	0.02	0.02	0.0	0.02	0.02	0.0	0.03	0.03	0.02	0.04	0.04	0.02	0.02	0.01	0.0	0.02	0.02	0.0	0.03	0.03	0.0
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__SSC3	0.03	0.03	0.0	0.02	0.0	0.0	0.0	0.02	0.0	0.01	0.02	0.0	0.0	0.03	0.0	0.02	0.02	0.0	0.02	0.0	0.0	0.0	0.03	0.0	0.0	0.04	0.05	0.0	0.03	0.0	0.03	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.02	0.0	0.02	0.01	0.0	0.0	0.03	0.0	0.0	0.02	0.0	0.0	0.0	0.0
Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A	0.02	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.02	0.0	0.0	0.02	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.01	0.02	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
