sample	coverage	taxonomy
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.63	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256; f__PALSA-610; g__PALSA-610
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.58	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256; f__PALSA-610; g__JAODBJ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.44	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia; o__IMCC26256; f__PALSA-610; g__JBBREP01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.67	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__JBJMLN01; g__JBJMLN01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.78	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__CALGFI01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.77	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__AC-51
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.59	Root; d__Bacteria; p__Actinomycetota; c__UBA4738; o__UBA4738; f__HRBIN12; g__JALYMB01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	4.54	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_F
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	6.23	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_D
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.08	Root; d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__JALYGY01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.37	Root; d__Bacteria; p__Actinomycetota; c__CALGFH01; o__CALGFH01; f__CALGFH01; g__CALGFH01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	10.46	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CF-46
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.34	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CAIXZV01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.76	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__VGPE01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	4.57	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JALYGJ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	6.46	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__SPCO01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	5.1	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JACDAV01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.77	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__MOTU40_059771
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.38	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__Fen-1039
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.72	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__JAFMJV01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.96	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__DASSHA01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	9.96	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__UBA5189
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.49	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__CTSoil-043
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.36	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__DASTYU01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.56	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__Chersky-267
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.56	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__JAICUY01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.76	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__DASSCW01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.68	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__QHBO01; f__QHBO01; g__JACDBZ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.58	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__P2-11E; f__P2-11E; g__3-1-20CM-2-70-9
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.64	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__P2-11E; f__P2-11E; g__CF-39
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	5.24	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__CF-72; g__CF-72
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.07	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__JACCZL01; g__JADZEM01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.0	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__UBA6077; f__JAJPHF01; g__JAJPHF01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.6	Root; d__Bacteria; p__Chloroflexota; c__UBA6077; o__FW602-bin22; f__FW602-bin22; g__DASRFH01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.25	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__DSTF01; f__WHTK01; g__WHTK01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.43	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__UBA2979; f__UBA2979; g__RH-chloro-G1
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.18	Root; d__Bacteria; p__Chloroflexota; c__Dormibacteria; o__Dormibacterales; f__Dormibacteraceae; g__40CM-4-65-16
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.69	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__DATBFX01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.12	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__GCMETA_00120394
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	4.96	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__UBA6265; g__JACCXM01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.4	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__CADCWN01; g__CADCWN01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.7	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__SPIREOTU_00096833
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.89	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__QHBQ01; f__JAICKM01; g__JAICKM01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.59	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__QHBQ01; f__JADMIH01; g__JADMIH01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.57	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Anaerolineales; f__Villigracilaceae; g__Defluviilinea
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.7	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV80
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.5	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__JACCTI01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	8.86	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Udaeobacter
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.88	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__AV69
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.29	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__Palsa-1392
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.41	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__JBBRDU01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.46	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Chthoniobacterales; f__UBA10450; g__DATFCK01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.68	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales; f__Opitutaceae; g__ER46
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.75	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SIBH01; g__JANNGC01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.74	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__UBA11358; g__UBA11358
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.0	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__DASXHY01; g__DASXHY01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.49	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__SPIREOTU_01905812
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.39	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__DASVNK01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.43	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales; f__SXQI01; g__SPIREOTU_01905845
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.42	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__RYN-433
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.37	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__SMAGOTU_07783
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.7	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JBGPEF01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.12	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASXMX01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.89	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JAICTV01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.37	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__JAICIO01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.73	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__Humisphaera
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.55	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__RYN-428
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.92	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__DASYWJ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.39	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__WQYP01; f__WQYP01; g__CALCHA01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.42	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__CAVZRC01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.59	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAQGHR01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.79	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAKAUH01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.21	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Paludisphaera
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.5	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.7	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.65	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__CAMFLR01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.62	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.26	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__G963708145
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.6	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__SPIREOTU_01173876
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.79	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__SPIREOTU_01923212
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.07	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAFANO01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.4	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__GOMCOTU_12566
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.48	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__CAYLLN01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.68	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Anatilimnocola
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.22	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Lacipirellula
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	5.72	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__JABDGM01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.67	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__PALSA-1355; g__PALSA-1355
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.08	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Urbifossiella
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.34	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.52	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JAJPHU01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.51	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DASXAN01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.54	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__JALHQU01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.44	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SIAQ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.42	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__SIAJ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.44	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__DATFNV01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.45	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__JACCRE01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.63	Root; d__Bacteria; p__Planctomycetota; c__MHYJ01; o__MHYJ01; f__JACPRB01; g__JACQFK01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	8.67	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG11
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.28	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DASPMP01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	3.0	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__SPIREOTU_01109947
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.9	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAJKIV01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	6.51	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAQBQB01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	18.43	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__UBA4720
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.53	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatirosa
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	4.33	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__AG2
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.68	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__DATMHT01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.8	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JADGGM01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.56	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__SPIREOTU_01310080
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.63	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Roseisolibacter
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.94	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__FEN-1250
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.18	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JABFXC01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.46	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__JAGWRI01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.52	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	44.22	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__CAVVWJ01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	13.38	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__20CM-2-65-7
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.44	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__GEMOTU_14555
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.37	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__GWC2-71-9; g__SHZT01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.62	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__JACORV01; g__DASXPG01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	4.32	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Longimicrobiaceae; g__Longimicrobium
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.83	Root; d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Longimicrobiales; f__Gaopeijiaceae; g__UBA2988
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	9.82	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__JABFXX01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.29	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__UBA2376
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.82	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.4	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JADJRH01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.02	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASZVB01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.17	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Labilithrix
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.6	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	1.6	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__DASWDH01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.37	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JANYGI01
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	0.46	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__TG2G_00811
Caro-Soil-SIP-pooled__LR72_20__27674__L1_S44_L005_R1_001	2.39	Root; d__Bacteria; p__Myxococcota_A; c__Polyangia; o__Fen-1088; f__Fen-1088; g__JADGRB01
