localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2025-10-06 01:15:00\r\n',60.2,2,237.4488189,70,0,0
2025-10-06 01:30:00\r\n',60.2,2,238.8622047,69.5,0,0.000153444
2025-10-06 01:45:00\r\n',60.2,2,236.0354331,69,0,0.000309613
2025-10-06 02:00:00\r\n',60.3,1,230.3818898,68.5,0,0.000432665
2025-10-06 02:15:00\r\n',60,1,236.0354331,69,0,0.000513444
2025-10-06 02:30:00\r\n',60,1,226.1417323,68.5,0,0.000593996
2025-10-06 02:45:00\r\n',60.5,2,224.7283465,66.5,0,0.000722454
2025-10-06 03:00:00\r\n',59.8,2,204.9409449,67,0,0.000892081
2025-10-06 03:15:00\r\n',58,5,189.3937008,70.5,0,0.001130359
2025-10-06 03:30:00\r\n',58.9,1,199.2874016,70.5,0,0.001329386
2025-10-06 03:45:00\r\n',58.6,4,189.3937008,71,0,0.001502107
2025-10-06 04:00:00\r\n',58.5,3,207.7677165,74,0,0.001709035
2025-10-06 04:15:00\r\n',58.8,3,190.8070866,75.5,0,0.001878649
2025-10-06 04:30:00\r\n',57.7,0,193.6338583,75.5,0,0.001968867
2025-10-06 04:45:00\r\n',56.9,0,247.3425197,74,0,0.001968867
2025-10-06 05:00:00\r\n',55.8,2,207.7677165,78.5,0,0.002022866
2025-10-06 05:15:00\r\n',56.1,2,195.0472441,79,0,0.002118424
2025-10-06 05:30:00\r\n',57.1,0,197.8740157,78,0,0.00216635
2025-10-06 05:45:00\r\n',57.3,3,171.019685,78,0,0.00224443
2025-10-06 06:00:00\r\n',59.5,3,220.488189,76,0,0.002397191
2025-10-06 06:15:00\r\n',58.2,0,26.85433071,75.5,0,0.002487434
2025-10-06 06:30:00\r\n',56.7,0,305.2913386,80,0,0.002487434
2025-10-06 06:45:00\r\n',56.3,0,252.996063,80,0,0.002487434
2025-10-06 07:00:00\r\n',57.9,6,212.007874,84.5,0,0.002682085
2025-10-06 07:15:00\r\n',55.8,0,4.24015748,85,0,0.003005447
2025-10-06 07:30:00\r\n',53.9,0,313.7716535,84.5,0,0.00355426
2025-10-06 07:45:00\r\n',54.8,0,313.7716535,85.5,0,0.004777345
2025-10-06 08:00:00\r\n',57.9,4,12.72047244,86.5,0,0.006736135
2025-10-06 08:15:00\r\n',57.2,4,166.7795276,90,0,0.00858364
2025-10-06 08:30:00\r\n',57.1,5,162.5393701,91.5,0,0.010177528
2025-10-06 08:45:00\r\n',57.7,0,316.5984252,92,0,0.012226796
2025-10-06 09:00:00\r\n',58.2,2,104.5905512,91.5,0,0.014897969
2025-10-06 09:15:00\r\n',58.4,0,87.62992126,91.5,0,0.017791835
2025-10-06 09:30:00\r\n',59.3,4,94.69685039,90.5,0,0.021520569
2025-10-06 09:45:00\r\n',59.8,3,84.80314961,88.5,0,0.026164272
2025-10-06 10:00:00\r\n',60.1,0,148.4055118,87,0,0.031430558
2025-10-06 10:15:00\r\n',60.6,2,93.28346457,87.5,0,0.038497357
2025-10-06 10:30:00\r\n',61.1,1,45.22834646,85,0,0.053788054
2025-10-06 10:45:00\r\n',62.5,1,175.2598425,82.5,0,0.069849513
2025-10-06 11:00:00\r\n',64,0,103.1771654,79,0,0.08360228
2025-10-06 11:30:00\r\n',66.6,2,196.4606299,74.5,0,0.120731363
2025-10-06 11:45:00\r\n',67.5,0,65.01574803,72,0,0.140196766
2025-10-06 12:00:00\r\n',68.9,0,137.0984252,69.5,0,0.160212201
2025-10-06 12:15:00\r\n',69.4,5,339.2125984,69,0,0.180217178
2025-10-06 12:30:00\r\n',70.2,0,306.7047244,68,0,0.200649151
2025-10-06 12:45:00\r\n',69.8,0,245.9291339,68,0,0.221777416
2025-10-06 13:00:00\r\n',71.7,1,187.980315,65.5,0,0.243079784
2025-10-06 13:15:00\r\n',72,5,152.6456693,65.5,0,0.263691858
2025-10-06 13:30:00\r\n',72,3,186.5669291,64.5,0,0.283704905
2025-10-06 13:45:00\r\n',72.7,2,148.4055118,63,0,0.304116952
2025-10-06 14:00:00\r\n',71.9,6,173.8464567,64.5,0,0.323467047
2025-10-06 14:15:00\r\n',71.7,3,182.3267717,65.5,0,0.341967714
2025-10-06 14:30:00\r\n',71.7,3,207.7677165,64.5,0,0.360380685
2025-10-06 14:45:00\r\n',71.7,5,149.8188976,64.5,0,0.377730237
2025-10-06 15:00:00\r\n',71.9,0,87.62992126,64,0,0.394818381
2025-10-06 15:15:00\r\n',72,1,31.09448819,65,0,0.411418596
2025-10-06 15:30:00\r\n',71.8,2,7.066929134,65,0,0.426905119
2025-10-06 15:45:00\r\n',70,2,4.24015748,68,0,0.440874316
2025-10-06 16:00:00\r\n',69.2,3,340.6259843,69.5,0,0.453308446
2025-10-06 16:15:00\r\n',67.8,4,16.96062992,71.5,0,0.464138285
2025-10-06 16:30:00\r\n',67,1,325.0787402,72,0,0.473787936
2025-10-06 16:45:00\r\n',65,4,347.6929134,75,0,0.478547107
2025-10-06 17:00:00\r\n',63.2,3,337.7992126,78,0,0.479180385
2025-10-06 17:15:00\r\n',62,2,325.0787402,80,0,0.479635911
2025-10-06 17:30:00\r\n',61.2,2,296.8110236,81,0,0.479962058
2025-10-06 17:45:00\r\n',60.1,1,293.984252,83,0,0.480163508
2025-10-06 18:00:00\r\n',58.5,0,293.984252,85,0,0.480213661
2025-10-06 18:15:00\r\n',57.8,0,336.3858268,86.5,0,0.480213661
2025-10-06 18:30:00\r\n',57.2,0,309.5314961,88,0,0.480213661
2025-10-06 18:45:00\r\n',56,0,274.1968504,89.5,0,0.480213661
2025-10-06 19:00:00\r\n',55.9,0,274.1968504,90,0,0.480213661
2025-10-06 19:15:00\r\n',56.3,0,240.2755906,90.5,0,0.480213661
2025-10-06 19:30:00\r\n',56.8,0,274.1968504,90,0,0.480213661
2025-10-06 19:45:00\r\n',56.1,0,274.1968504,90.5,0,0.480213661
2025-10-06 20:00:00\r\n',55.8,0,274.1968504,91,0,0.480213661
2025-10-06 20:15:00\r\n',55.7,0,267.1299213,91,0,0.480213661
2025-10-06 20:30:00\r\n',55.6,0,267.1299213,91,0,0.480213661
2025-10-06 20:45:00\r\n',55.5,0,267.1299213,91.5,0,0.480213661
2025-10-06 21:00:00\r\n',55.4,0,267.1299213,91.5,0,0.480213661
2025-10-06 21:15:00\r\n',55.7,0,267.1299213,92,0,0.480213661
2025-10-06 21:30:00\r\n',55.5,0,210.5944882,92.5,0,0.480213661
2025-10-06 21:45:00\r\n',55.8,0,216.2480315,91.5,0,0.480213661
2025-10-06 22:00:00\r\n',55.9,0,244.515748,91.5,0,0.480213661
2025-10-06 22:15:00\r\n',56.1,0,233.2086614,91.5,0,0.480213661
2025-10-06 22:30:00\r\n',56.2,0,203.5275591,90,0,0.480213661
2025-10-06 22:45:00\r\n',56.1,0,223.3149606,90.5,0,0.480213661
2025-10-06 23:00:00\r\n',55.8,0,216.2480315,91,0,0.480213661
2025-10-06 23:15:00\r\n',55.7,0,216.2480315,91,0,0.480213661
2025-10-06 23:30:00\r\n',54.7,0,216.2480315,92,0,0.480213661
2025-10-06 23:45:00\r\n',54.2,0,216.2480315,91,0,0.480213661
2025-10-07 00:00:00\r\n',54.7,0,216.2480315,93,0,0
2025-10-07 00:15:00\r\n',54.7,0,200.7007874,93.5,0,0
2025-10-07 00:30:00\r\n',54.2,0,202.1141732,92,0,0
2025-10-07 00:45:00\r\n',53.7,0,202.1141732,93,0,0
2025-10-07 01:00:00\r\n',54.6,0,202.1141732,93,0,0
2025-10-07 01:15:00\r\n',54.4,0,202.1141732,94,0,0
2025-10-07 01:30:00\r\n',54.5,0,268.5433071,93,0,0
2025-10-07 01:45:00\r\n',54.9,0,268.5433071,93,0,0
2025-10-07 02:00:00\r\n',54.7,0,214.8346457,93.5,0,0
2025-10-07 02:15:00\r\n',54.5,0,202.1141732,92,0,0
2025-10-07 02:30:00\r\n',53.6,0,202.1141732,93.5,0,0
2025-10-07 02:45:00\r\n',54.8,0,202.1141732,94.5,0,0
2025-10-07 03:00:00\r\n',54.7,0,202.1141732,95,0,0
2025-10-07 03:15:00\r\n',54.5,0,202.1141732,95,0,0
2025-10-07 03:30:00\r\n',54.3,0,202.1141732,95,0,0
2025-10-07 03:45:00\r\n',55.3,0,202.1141732,95.5,0,0
2025-10-07 04:00:00\r\n',55.3,0,178.0866142,96,0,0
2025-10-07 04:15:00\r\n',55.4,0,176.6732283,96,0,0
2025-10-07 04:30:00\r\n',55,0,152.6456693,96,0,0
2025-10-07 04:45:00\r\n',55.2,2,163.9527559,96,0,0
2025-10-07 05:00:00\r\n',55,0,87.62992126,96,0,0
2025-10-07 05:15:00\r\n',54.7,0,87.62992126,96,0,0
2025-10-07 05:30:00\r\n',54.8,0,87.62992126,96,0,0
2025-10-07 05:45:00\r\n',54.6,0,87.62992126,96,0,0
2025-10-07 06:00:00\r\n',54.1,0,183.7401575,96,0,0
2025-10-07 06:15:00\r\n',54.2,0,183.7401575,96,0,0
2025-10-07 06:30:00\r\n',54.1,0,107.4173228,96,0,0
2025-10-07 06:45:00\r\n',54,0,12.72047244,96,0,0
2025-10-07 07:00:00\r\n',54,0,4.24015748,96,0,0
2025-10-07 07:15:00\r\n',53.8,0,4.24015748,96.5,0,7.16E-05
2025-10-07 07:30:00\r\n',53.6,0,4.24015748,96,0,0.00028002
2025-10-07 07:45:00\r\n',53.9,0,4.24015748,96.5,0,0.000704084
2025-10-07 08:00:00\r\n',54,0,4.24015748,96.5,0,0.00142415
2025-10-07 08:15:00\r\n',54.2,0,4.24015748,96.5,0,0.002411353
2025-10-07 08:30:00\r\n',54.3,0,4.24015748,96.5,0,0.003590288
2025-10-07 08:45:00\r\n',54.8,0,4.24015748,96.5,0,0.005059625
2025-10-07 09:00:00\r\n',54.9,0,38.16141732,96.5,0,0.00660407
2025-10-07 09:15:00\r\n',55.1,0,38.16141732,96.5,0,0.008188863
2025-10-07 09:30:00\r\n',55.4,0,35.33464567,96.5,0,0.010193594
2025-10-07 09:45:00\r\n',56.2,0,349.1062992,96.5,0,0.012420793
2025-10-07 10:00:00\r\n',56.3,0,349.1062992,96.5,0,0.014437938
2025-10-07 10:15:00\r\n',56.3,2,7.066929134,96.5,0,0.016424664
2025-10-07 10:30:00\r\n',56.5,0,7.066929134,96.5,0,0.018600449
2025-10-07 10:45:00\r\n',56.6,0,344.8661417,96.5,0,0.02101726
2025-10-07 11:00:00\r\n',56.7,2,11.30708661,96.5,0,0.023632931
2025-10-07 11:15:00\r\n',56.6,0,339.2125984,96.5,0,0.026554541
2025-10-07 11:30:00\r\n',57,0,19.78740157,97,0,0.029904036
2025-10-07 11:45:00\r\n',57.2,2,21.2007874,96.5,0,0.033856829
2025-10-07 12:00:00\r\n',57.7,0,4.24015748,97,0,0.038719305
2025-10-07 12:15:00\r\n',58.7,2,87.62992126,96.5,0,0.046310659
2025-10-07 12:30:00\r\n',60,0,25.44094488,94.5,0,0.056654275
2025-10-07 12:45:00\r\n',62.1,0,36.7480315,87.5,0,0.071752696
2025-10-07 13:00:00\r\n',65,4,12.72047244,83,0,0.091078955
2025-10-07 13:15:00\r\n',66.5,3,339.2125984,78.5,0,0.109974149
2025-10-07 13:30:00\r\n',67.8,3,301.0511811,74.5,0,0.129251461
2025-10-07 13:45:00\r\n',67.7,0,349.1062992,73.5,0,0.14913801
2025-10-07 14:00:00\r\n',69.3,3,308.1181102,71,0,0.167843521
2025-10-07 14:15:00\r\n',70,0,312.3582677,69,0,0.186241914
2025-10-07 14:30:00\r\n',69.6,4,111.6574803,66,0,0.204758307
2025-10-07 14:45:00\r\n',70,1,163.9527559,65,0,0.222384263
2025-10-07 15:00:00\r\n',70.3,2,315.1850394,64,0,0.239605379
2025-10-07 15:15:00\r\n',70.5,2,332.1456693,65,0,0.255726201
2025-10-07 15:30:00\r\n',69.7,5,326.492126,65.5,0,0.270290014
2025-10-07 15:45:00\r\n',69.3,1,254.4094488,66.5,0,0.283838089
2025-10-07 16:00:00\r\n',68.5,3,326.492126,66.5,0,0.296422657
2025-10-07 16:15:00\r\n',67.3,0,334.9724409,69,0,0.30774641
2025-10-07 16:30:00\r\n',67.2,0,320.8385827,68.5,0,0.315806658
2025-10-07 16:45:00\r\n',65.2,0,271.3700787,71.5,0,0.318716229
2025-10-07 17:00:00\r\n',63.9,0,279.8503937,74.5,0,0.319000214
2025-10-07 17:15:00\r\n',63.3,2,296.8110236,75.5,0,0.31924126
2025-10-07 17:30:00\r\n',62.1,3,313.7716535,77.5,0,0.319542937
2025-10-07 17:45:00\r\n',60.6,1,284.0905512,80.5,0,0.319767024
2025-10-07 18:00:00\r\n',59.5,0,308.1181102,82,0,0.31978383
2025-10-07 18:15:00\r\n',58.6,1,326.492126,83.5,0,0.31978383
2025-10-07 18:30:00\r\n',57.8,0,306.7047244,85.5,0,0.31978383
2025-10-07 18:45:00\r\n',56.7,2,316.5984252,87,0,0.31978383
2025-10-07 19:00:00\r\n',56,2,339.2125984,88.5,0,0.31978383
2025-10-07 19:15:00\r\n',55.8,1,320.8385827,90,0,0.31978383
2025-10-07 19:30:00\r\n',55.7,5,306.7047244,90.5,0,0.31978383
2025-10-07 19:45:00\r\n',55.5,3,333.5590551,91.5,0,0.31978383
2025-10-07 20:00:00\r\n',55.1,0,337.7992126,91.5,0,0.31978383
2025-10-07 20:15:00\r\n',54.7,0,309.5314961,92,0,0.31978383
2025-10-07 20:30:00\r\n',55,0,330.7322835,92.5,0,0.31978383
2025-10-07 20:45:00\r\n',54.9,1,315.1850394,92.5,0,0.31978383
2025-10-07 21:00:00\r\n',54.6,0,302.4645669,93,0,0.31978383
2025-10-07 21:15:00\r\n',54.7,0,322.2519685,93.5,0,0.31978383
2025-10-07 21:30:00\r\n',54.9,0,309.5314961,93.5,0,0.31978383
2025-10-07 21:45:00\r\n',54.6,0,332.1456693,93,0,0.31978383
2025-10-07 22:00:00\r\n',54.4,0,332.1456693,93,0,0.31978383
2025-10-07 22:15:00\r\n',54.3,0,303.8779528,93.5,0,0.31978383
2025-10-07 22:30:00\r\n',54.1,0,262.8897638,93.5,0,0.31978383
2025-10-07 22:45:00\r\n',54,0,268.5433071,93.5,0,0.31978383
2025-10-07 23:00:00\r\n',53.9,0,261.476378,94,0,0.31978383
2025-10-07 23:15:00\r\n',53.9,0,257.2362205,94,0,0.31978383
2025-10-07 23:30:00\r\n',53.7,0,293.984252,94,0,0.31978383
2025-10-07 23:45:00\r\n',53.8,0,264.3031496,94.5,0,0.31978383
2025-10-08 00:00:00\r\n',53.5,0,272.7834646,94,0,0
2025-10-08 00:15:00\r\n',54.1,0,258.6496063,94.5,0,0
2025-10-08 00:30:00\r\n',54,0,258.6496063,94.5,0,0
2025-10-08 00:45:00\r\n',54.1,0,258.6496063,94.5,0,0
2025-10-08 01:00:00\r\n',54.1,0,231.7952756,94.5,0,0
2025-10-08 01:15:00\r\n',54.2,0,231.7952756,94.5,0,0
2025-10-08 01:30:00\r\n',53.5,0,195.0472441,93.5,0,0
2025-10-08 01:45:00\r\n',53.1,0,196.4606299,94,0,0
2025-10-08 02:00:00\r\n',53.5,0,195.0472441,94,0,0
2025-10-08 02:15:00\r\n',53.6,0,202.1141732,94.5,0,0
2025-10-08 02:30:00\r\n',52.7,1,195.0472441,93.5,0,0
2025-10-08 02:45:00\r\n',52.6,3,195.0472441,94,0,1.83E-05
2025-10-08 03:00:00\r\n',52.6,3,190.8070866,94.5,0.01,4.45E-05
2025-10-08 03:15:00\r\n',52.8,0,190.8070866,95.5,0.01,5.14E-05
2025-10-08 03:30:00\r\n',53.3,0,190.8070866,95.5,0.01,5.14E-05
2025-10-08 03:45:00\r\n',53.9,0,190.8070866,95.5,0.01,5.14E-05
2025-10-08 04:00:00\r\n',54.1,0,190.8070866,95.5,0.01,5.14E-05
2025-10-08 04:15:00\r\n',54.4,0,190.8070866,95,0.01,5.14E-05
2025-10-08 04:30:00\r\n',54.5,0,190.8070866,95,0.01,5.14E-05
2025-10-08 04:45:00\r\n',54.4,0,190.8070866,94.5,0.01,5.14E-05
2025-10-08 05:00:00\r\n',54.3,0,190.8070866,95,0.01,5.14E-05
2025-10-08 05:15:00\r\n',54.8,0,190.8070866,95,0.01,5.14E-05
2025-10-08 05:30:00\r\n',54.1,0,190.8070866,93.5,0.01,5.14E-05
2025-10-08 05:45:00\r\n',53.1,0,206.3543307,93.5,0.01,5.14E-05
2025-10-08 06:00:00\r\n',52.8,0,213.4212598,94,0.01,5.14E-05
2025-10-08 06:15:00\r\n',53,0,197.8740157,95,0.01,5.14E-05
2025-10-08 06:30:00\r\n',52.6,0,223.3149606,95,0.01,5.14E-05
2025-10-08 06:45:00\r\n',52.8,0,195.0472441,95,0.01,5.14E-05
2025-10-08 07:00:00\r\n',51.8,3,195.0472441,94.5,0.01,0.000105694
2025-10-08 07:15:00\r\n',52,0,193.6338583,95,0.01,0.000309613
2025-10-08 07:30:00\r\n',53.5,0,193.6338583,95.5,0.01,0.000727224
2025-10-08 07:45:00\r\n',54.4,0,193.6338583,95.5,0.01,0.001926914
2025-10-08 08:00:00\r\n',55.5,0,193.6338583,95,0.01,0.004088324
2025-10-08 08:15:00\r\n',56.6,0,193.6338583,94,0.01,0.007495599
2025-10-08 08:30:00\r\n',56.9,0,286.9173228,93,0.01,0.01089534
2025-10-08 08:45:00\r\n',57.1,0,28.26771654,91.5,0.01,0.015539763
2025-10-08 09:00:00\r\n',58,0,49.46850394,91,0.01,0.023515049
2025-10-08 09:15:00\r\n',59,0,14.13385827,89,0.01,0.032746664
2025-10-08 09:30:00\r\n',59.6,0,57.9488189,88.5,0.01,0.042731451
2025-10-08 09:45:00\r\n',61.2,0,31.09448819,83,0.01,0.051454025
2025-10-08 10:30:00\r\n',64.3,0,224.7283465,73.5,0.01,0.086896125
2025-10-08 10:45:00\r\n',66.1,1,52.29527559,68.5,0.01,0.105111576
2025-10-08 11:00:00\r\n',68.5,4,4.24015748,62.5,0.01,0.12482306
2025-10-08 11:15:00\r\n',67.1,0,7.066929134,63.5,0.01,0.144879447
2025-10-08 11:30:00\r\n',68.2,4,156.8858268,60.5,0.01,0.164426597
2025-10-08 11:45:00\r\n',68.5,4,185.1535433,59.5,0.01,0.183571021
2025-10-08 12:00:00\r\n',67.3,0,11.30708661,60.5,0.01,0.195687964
2025-10-08 12:15:00\r\n',68.6,0,161.1259843,58.5,0.01,0.208195542
2025-10-08 12:30:00\r\n',67.9,0,63.6023622,58.5,0.01,0.229127894
2025-10-08 12:45:00\r\n',67.9,1,128.6181102,57.5,0.01,0.250014531
2025-10-08 13:00:00\r\n',69.1,3,148.4055118,56.5,0.01,0.270704382
2025-10-08 13:15:00\r\n',69,6,161.1259843,55.5,0.01,0.290309172
2025-10-08 13:30:00\r\n',68.9,0,107.4173228,56,0.01,0.310318149
2025-10-08 13:45:00\r\n',67.3,2,278.4370079,59.5,0.01,0.330719735
2025-10-08 14:00:00\r\n',66.7,8,271.3700787,60.5,0.01,0.34880672
2025-10-08 14:15:00\r\n',66.9,3,159.7125984,61,0.01,0.366180086
2025-10-08 14:30:00\r\n',66.1,8,149.8188976,67,0.01,0.382852053
2025-10-08 14:45:00\r\n',65.7,3,197.8740157,67,0.01,0.398685219
2025-10-08 15:00:00\r\n',65.2,5,130.0314961,68.5,0.01,0.414198946
2025-10-08 15:15:00\r\n',65.6,0,146.992126,67.5,0.01,0.429381537
2025-10-08 15:30:00\r\n',65.6,4,166.7795276,67.5,0.01,0.443795419
2025-10-08 15:45:00\r\n',65.8,3,145.5787402,67,0.01,0.456690463
2025-10-08 16:00:00\r\n',65.9,5,210.5944882,67,0.01,0.468405259
2025-10-08 16:15:00\r\n',64.5,1,282.6771654,69.5,0.01,0.479066646
2025-10-08 16:30:00\r\n',63.5,4,168.1929134,71.5,0.01,0.484336641
2025-10-08 16:45:00\r\n',62.6,6,166.7795276,73,0.01,0.484994972
2025-10-08 17:00:00\r\n',62.3,1,166.7795276,73,0.01,0.485451594
2025-10-08 17:15:00\r\n',62.3,2,228.9685039,72.5,0.01,0.485704835
2025-10-08 17:30:00\r\n',62.2,1,265.7165354,69.5,0.01,0.48589572
2025-10-08 17:45:00\r\n',61.7,5,209.1811024,72,0.01,0.486108487
2025-10-08 18:00:00\r\n',61.2,0,59.36220472,75,0.01,0.486249011
2025-10-08 18:15:00\r\n',60.4,4,165.3661417,77.5,0.01,0.486298533
2025-10-08 18:30:00\r\n',59.9,2,238.8622047,77.5,0.01,0.486341358
2025-10-08 18:45:00\r\n',59.3,0,146.992126,80.5,0.01,0.486341358
2025-10-08 19:00:00\r\n',59,2,168.1929134,79,0.01,0.486341358
2025-10-08 19:15:00\r\n',58.8,1,204.9409449,76,0.01,0.486341358
2025-10-08 19:30:00\r\n',57.2,2,187.980315,79.5,0.01,0.486341358
2025-10-08 19:45:00\r\n',55.9,3,200.7007874,82.5,0.01,0.486341358
2025-10-08 20:00:00\r\n',56.1,2,209.1811024,79.5,0.01,0.486341358
2025-10-08 20:15:00\r\n',55.9,3,180.9133858,79,0.01,0.486341358
2025-10-08 20:30:00\r\n',56.2,2,200.7007874,77.5,0.01,0.486341358
2025-10-08 20:45:00\r\n',56.9,3,197.8740157,78.5,0.01,0.486341358
2025-10-08 21:00:00\r\n',57.2,4,189.3937008,78,0.01,0.486341358
2025-10-08 21:15:00\r\n',56.9,2,202.1141732,81.5,0.01,0.486341358
2025-10-08 21:30:00\r\n',57.4,2,224.7283465,80.5,0.01,0.486341358
2025-10-08 21:45:00\r\n',57,3,209.1811024,84.5,0.01,0.486341358
2025-10-08 22:00:00\r\n',57.3,3,203.5275591,85.5,0.01,0.486341358
2025-10-08 22:15:00\r\n',56,2,197.8740157,87.5,0.01,0.486341358
2025-10-08 22:30:00\r\n',56,2,193.6338583,87.5,0.01,0.486341358
2025-10-08 22:45:00\r\n',54.9,3,197.8740157,89,0.01,0.486341358
2025-10-08 23:00:00\r\n',55.8,2,217.6614173,90,0.01,0.486341358
2025-10-08 23:15:00\r\n',55.6,0,203.5275591,90.5,0.01,0.486341358
2025-10-08 23:30:00\r\n',54.4,3,196.4606299,90.5,0.01,0.486341358
2025-10-08 23:45:00\r\n',54.6,4,182.3267717,91,0.01,0.486341358
2025-10-09 00:00:00\r\n',54.5,3,192.2204724,91,0,0
2025-10-09 00:15:00\r\n',54.4,3,192.2204724,90.5,0,0
2025-10-09 00:30:00\r\n',54.4,3,196.4606299,91,0,0
2025-10-09 00:45:00\r\n',54.2,0,203.5275591,90.5,0,0
2025-10-09 01:00:00\r\n',54.3,4,190.8070866,90,0,0
2025-10-09 01:15:00\r\n',53.8,5,190.8070866,90.5,0,0
2025-10-09 01:30:00\r\n',53.5,4,193.6338583,90.5,0,6.96E-05
2025-10-09 01:45:00\r\n',53.3,5,196.4606299,91,0,0.000136636
2025-10-09 02:00:00\r\n',53.6,4,199.2874016,91,0,0.000201754
2025-10-09 02:15:00\r\n',53.5,4,187.980315,91.5,0,0.000259841
2025-10-09 02:30:00\r\n',53.6,3,186.5669291,90.5,0,0.000313979
2025-10-09 02:45:00\r\n',53.5,4,197.8740157,90.5,0,0.000371646
2025-10-09 03:00:00\r\n',53.2,4,187.980315,91,0,0.000433247
2025-10-09 03:15:00\r\n',53.3,4,202.1141732,91.5,0,0.000490892
2025-10-09 03:30:00\r\n',54.1,4,193.6338583,91,0,0.0005492
2025-10-09 03:45:00\r\n',53.7,4,187.980315,90.5,0,0.000611664
2025-10-09 04:00:00\r\n',53.4,5,190.8070866,91,0,0.000678998
2025-10-09 04:15:00\r\n',53,4,189.3937008,92,0,0.000739636
2025-10-09 04:30:00\r\n',53.3,5,190.8070866,92,0,0.000796139
2025-10-09 04:45:00\r\n',53.2,4,190.8070866,92,0,0.000852789
2025-10-09 05:00:00\r\n',53.1,5,179.5,91.5,0,0.00091132
2025-10-09 05:15:00\r\n',53.1,6,190.8070866,92,0,0.000978111
2025-10-09 05:30:00\r\n',53.2,5,186.5669291,91,0,0.00104725
2025-10-09 05:45:00\r\n',53.2,5,186.5669291,91,0,0.001116689
2025-10-09 06:00:00\r\n',53.1,6,195.0472441,90.5,0,0.001192604
2025-10-09 06:15:00\r\n',53.1,4,195.0472441,91.5,0,0.001261863
2025-10-09 06:30:00\r\n',54.1,4,195.0472441,91,0,0.001320023
2025-10-09 06:45:00\r\n',54.3,4,196.4606299,90,0,0.001384903
2025-10-09 07:00:00\r\n',54.5,4,190.8070866,90,0,0.00150911
2025-10-09 07:15:00\r\n',54.2,4,193.6338583,92,0,0.00174555
2025-10-09 07:30:00\r\n',55.2,3,192.2204724,92,0,0.002145672
2025-10-09 07:45:00\r\n',56.6,2,195.0472441,91.5,0,0.003218744
2025-10-09 08:00:00\r\n',58.1,0,193.6338583,88,0,0.005264521
2025-10-09 08:15:00\r\n',59.7,0,288.3307087,85.5,0,0.008183264
2025-10-09 08:30:00\r\n',60.1,0,302.4645669,84,0,0.012332754
2025-10-09 08:45:00\r\n',60.6,0,302.4645669,82,0,0.018137475
2025-10-09 09:00:00\r\n',62.3,0,334.9724409,79.5,0,0.025784995
2025-10-09 09:15:00\r\n',63,1,342.0393701,78,0,0.034994674
2025-10-09 09:30:00\r\n',62.7,0,80.56299213,75.5,0,0.045486427
2025-10-09 09:45:00\r\n',63.7,0,49.46850394,73.5,0,0.057174168
2025-10-09 10:00:00\r\n',65.3,1,4.24015748,70,0,0.070234794
2025-10-09 10:15:00\r\n',66.9,0,4.24015748,67,0,0.084905978
2025-10-09 10:30:00\r\n',65.5,0,334.9724409,68,0,0.093943513
2025-10-09 10:45:00\r\n',65.4,0,53.70866142,67.5,0,0.09761326
2025-10-09 11:00:00\r\n',66,0,326.492126,66,0,0.102591299
2025-10-09 11:15:00\r\n',68,1,346.2795276,64.5,0,0.116102274
2025-10-09 11:30:00\r\n',68.5,1,291.1574803,61.5,0,0.139523836
2025-10-09 11:45:00\r\n',70.3,3,308.1181102,59,0,0.155849441
2025-10-09 12:00:00\r\n',69.4,6,318.011811,59.5,0,0.17169555
2025-10-09 12:15:00\r\n',70.6,2,254.4094488,60,0,0.196153523
2025-10-09 12:30:00\r\n',69.2,0,342.0393701,62.5,0,0.21276346
2025-10-09 12:45:00\r\n',72.3,5,325.0787402,59.5,0,0.229902102
2025-10-09 13:00:00\r\n',69.7,0,303.8779528,62,0,0.247181145
2025-10-09 13:15:00\r\n',70.9,0,190.8070866,60.5,0,0.262193708
2025-10-09 13:30:00\r\n',70.5,3,237.4488189,60,0,0.284992733
2025-10-09 13:45:00\r\n',71.2,1,330.7322835,58.5,0,0.306300762
2025-10-09 14:00:00\r\n',71,1,340.6259843,58,0,0.326883507
2025-10-09 14:15:00\r\n',71.4,6,248.7559055,56.5,0,0.345743382
2025-10-09 14:30:00\r\n',71.2,9,342.0393701,58,0,0.362651822
2025-10-09 14:45:00\r\n',70.8,0,310.9448819,58.5,0,0.379651744
2025-10-09 15:00:00\r\n',69.5,2,310.9448819,61,0,0.396759057
2025-10-09 15:15:00\r\n',70,4,248.7559055,61.5,0,0.412249618
2025-10-09 15:30:00\r\n',69.9,1,255.8228346,62,0,0.426895355
2025-10-09 15:45:00\r\n',69,7,299.6377953,63.5,0,0.440029926
2025-10-09 16:00:00\r\n',68.4,7,4.24015748,63.5,0,0.451344206
2025-10-09 16:15:00\r\n',68.1,9,274.1968504,64,0,0.461362749
2025-10-09 16:30:00\r\n',67.4,3,312.3582677,66,0,0.466728703
2025-10-09 16:45:00\r\n',66.2,0,316.5984252,69,0,0.467326217
2025-10-09 17:00:00\r\n',65.6,0,301.0511811,71,0,0.467701285
2025-10-09 17:15:00\r\n',65.1,6,326.492126,67.5,0,0.468242161
2025-10-09 17:30:00\r\n',64.1,3,322.2519685,70.5,0,0.468824258
