localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2025-12-05 01:00:00\r\n',50.6,2,250.1692913,65.5,0,0.000182943
2025-12-05 01:15:00\r\n',50.7,2,228.9685039,64.5,0,0.000203952
2025-12-05 01:30:00\r\n',49.7,0,200.7007874,63.5,0,0.00028196
2025-12-05 01:45:00\r\n',50.2,2,241.6889764,60.5,0,0.000364534
2025-12-05 02:00:00\r\n',50.7,2,195.0472441,60.5,0,0.000530999
2025-12-05 02:15:00\r\n',50.5,0,199.2874016,60.5,0,0.000618493
2025-12-05 02:30:00\r\n',52.1,0,241.6889764,55,0,0.000618493
2025-12-05 02:45:00\r\n',50,2,200.7007874,60,0,0.000714434
2025-12-05 03:00:00\r\n',51.7,2,236.0354331,56,0,0.000893689
2025-12-05 03:15:00\r\n',51.4,0,255.8228346,54.5,0,0.000996392
2025-12-05 03:30:00\r\n',53.8,2,247.3425197,46.5,0,0.001113715
2025-12-05 03:45:00\r\n',54.1,2,230.3818898,44.5,0,0.001365639
2025-12-05 04:00:00\r\n',53.4,1,240.2755906,45.5,0,0.001564841
2025-12-05 04:15:00\r\n',52.6,3,240.2755906,46,0,0.001810581
2025-12-05 04:30:00\r\n',53.3,3,247.3425197,44,0,0.002147153
2025-12-05 04:45:00\r\n',52.2,0,265.7165354,46,0,0.002342353
2025-12-05 05:00:00\r\n',51,2,258.6496063,48.5,0,0.002465661
2025-12-05 05:15:00\r\n',51.1,3,277.023622,49.5,0,0.00272755
2025-12-05 05:30:00\r\n',52.3,0,260.0629921,46.5,0,0.002907547
2025-12-05 05:45:00\r\n',48.7,3,196.4606299,54.5,0,0.003074089
2025-12-05 06:00:00\r\n',47.9,4,197.8740157,57,0,0.003340692
2025-12-05 06:15:00\r\n',49.5,2,260.0629921,52.5,0,0.003589692
2025-12-05 06:30:00\r\n',50.1,0,261.476378,51.5,0,0.003696787
2025-12-05 06:45:00\r\n',50.7,0,264.3031496,48,0,0.003696787
2025-12-05 07:00:00\r\n',51.7,3,251.5826772,43.5,0,0.003997591
2025-12-05 07:15:00\r\n',52.1,1,255.8228346,43,0,0.004499626
2025-12-05 07:30:00\r\n',52.8,0,247.3425197,42.5,0,0.005293438
2025-12-05 07:45:00\r\n',55.3,0,234.6220472,42.5,0,0.006654889
2025-12-05 08:00:00\r\n',55.8,0,217.6614173,41,0,0.009191554
2025-12-05 08:15:00\r\n',55.3,0,238.8622047,44,0,0.012879195
2025-12-05 08:30:00\r\n',56.6,0,227.5551181,41.5,0,0.017624525
2025-12-05 08:45:00\r\n',56.1,1,206.3543307,45,0,0.023451478
2025-12-05 09:00:00\r\n',57.6,0,209.1811024,46,0,0.030266993
2025-12-05 09:15:00\r\n',59.7,0,299.6377953,37.5,0,0.038085466
2025-12-05 09:30:00\r\n',60.2,0,286.9173228,37.5,0,0.046916113
2025-12-05 09:45:00\r\n',62.2,0,326.492126,36,0,0.056749064
2025-12-05 10:00:00\r\n',60.8,0,76.32283465,43,0,0.067394209
2025-12-05 10:15:00\r\n',61.2,0,254.4094488,43.5,0,0.078663455
2025-12-05 10:30:00\r\n',62.8,0,4.24015748,34,0,0.090663607
2025-12-05 10:45:00\r\n',62.3,0,83.38976378,41,0,0.103223037
2025-12-05 11:00:00\r\n',64.1,0,31.09448819,33.5,0,0.116298436
2025-12-05 11:15:00\r\n',64.7,2,7.066929134,35,0,0.130099497
2025-12-05 11:30:00\r\n',65.5,0,286.9173228,34.5,0,0.144218422
2025-12-05 11:45:00\r\n',66.3,0,24.02755906,30.5,0,0.158295439
2025-12-05 12:00:00\r\n',66.7,2,334.9724409,28,0,0.172666178
2025-12-05 12:15:00\r\n',65.7,3,254.4094488,40.5,0,0.186619381
2025-12-05 12:30:00\r\n',64.6,7,336.3858268,37,0,0.199694773
2025-12-05 12:45:00\r\n',65,7,349.1062992,33,0,0.212166658
2025-12-05 13:00:00\r\n',65.2,4,7.066929134,31,0,0.224634723
2025-12-05 13:15:00\r\n',65.2,3,349.1062992,34.5,0,0.236984061
2025-12-05 13:30:00\r\n',65.1,4,344.8661417,37.5,0,0.248777653
2025-12-05 13:45:00\r\n',65.5,2,346.2795276,36,0,0.260047033
2025-12-05 14:00:00\r\n',65.5,5,313.7716535,35,0,0.270589612
2025-12-05 14:15:00\r\n',64.4,2,310.9448819,35.5,0,0.280280713
2025-12-05 14:30:00\r\n',63.3,3,343.4527559,33.5,0,0.28905035
2025-12-05 14:45:00\r\n',61.4,2,332.1456693,34.5,0,0.29339712
2025-12-05 15:00:00\r\n',60.6,0,305.2913386,36,0,0.293562626
2025-12-05 15:15:00\r\n',60,1,264.3031496,41,0,0.293596694
2025-12-05 15:30:00\r\n',59.6,2,291.1574803,44.5,0,0.293778597
2025-12-05 15:45:00\r\n',58.5,2,295.3976378,50.5,0,0.293988624
2025-12-05 16:00:00\r\n',57.2,1,254.4094488,55.5,0,0.294099121
2025-12-05 16:15:00\r\n',56.8,2,337.7992126,55.5,0,0.294171923
2025-12-05 16:30:00\r\n',56.6,1,254.4094488,53,0,0.294209107
2025-12-05 16:45:00\r\n',57,0,303.8779528,52,0,0.294209107
2025-12-05 17:00:00\r\n',55.7,0,255.8228346,54.5,0,0.294209107
2025-12-05 17:15:00\r\n',54.8,0,325.0787402,58,0,0.294209107
2025-12-05 17:30:00\r\n',55.1,0,303.8779528,62.5,0,0.294209107
2025-12-05 17:45:00\r\n',54.5,2,326.492126,64,0,0.294209107
2025-12-05 18:00:00\r\n',54.8,2,254.4094488,66.5,0,0.294209107
2025-12-05 18:15:00\r\n',54.2,2,318.011811,68.5,0,0.294209107
2025-12-05 18:30:00\r\n',53.7,1,139.9251969,69.5,0,0.294209107
2025-12-05 18:45:00\r\n',53.6,3,185.1535433,69.5,0,0.294209107
2025-12-05 19:00:00\r\n',53.5,4,202.1141732,69.5,0,0.294228196
2025-12-05 19:15:00\r\n',54,0,200.7007874,67.5,0,0.294228196
2025-12-05 19:30:00\r\n',55.7,0,226.1417323,63,0,0.294228196
2025-12-05 19:45:00\r\n',55.6,0,278.4370079,62.5,0,0.294228196
2025-12-05 20:00:00\r\n',54.9,1,212.007874,62,0,0.294228196
2025-12-05 20:15:00\r\n',55.9,0,284.0905512,59.5,0,0.294228196
2025-12-05 20:30:00\r\n',55.6,0,309.5314961,59.5,0,0.294228196
2025-12-05 20:45:00\r\n',54.3,1,291.1574803,62.5,0,0.294228196
2025-12-05 21:00:00\r\n',54.3,0,271.3700787,62,0,0.294228196
2025-12-05 21:15:00\r\n',54.4,0,295.3976378,60.5,0,0.294228196
2025-12-05 21:30:00\r\n',55.5,0,301.0511811,58,0,0.294228196
2025-12-05 21:45:00\r\n',57.5,0,254.4094488,54.5,0,0.294228196
2025-12-05 22:00:00\r\n',56.1,1,282.6771654,57,0,0.294228196
2025-12-05 22:15:00\r\n',55.3,0,305.2913386,58.5,0,0.294228196
2025-12-05 22:30:00\r\n',54.2,2,258.6496063,60.5,0,0.294228196
2025-12-05 22:45:00\r\n',53.1,1,306.7047244,64,0,0.294228196
2025-12-05 23:00:00\r\n',53.2,3,262.8897638,65,0,0.294228196
2025-12-05 23:15:00\r\n',53.2,0,303.8779528,65.5,0,0.294228196
2025-12-05 23:30:00\r\n',53.1,0,227.5551181,65,0,0.294228196
2025-12-05 23:45:00\r\n',53.6,0,282.6771654,63,0,0.294228196
2025-12-06 00:00:00\r\n',53.2,0,308.1181102,60.5,0,0
2025-12-06 00:15:00\r\n',53.2,0,336.3858268,59,0,0
2025-12-06 00:30:00\r\n',53.2,1,340.6259843,59,0,0
2025-12-06 00:45:00\r\n',53.9,0,42.4015748,57.5,0,0
2025-12-06 01:00:00\r\n',54.4,1,322.2519685,57,0,0
2025-12-06 01:15:00\r\n',54.4,3,313.7716535,56.5,0,0
2025-12-06 01:30:00\r\n',54.9,6,320.8385827,53,0,0.000371895
2025-12-06 01:45:00\r\n',54.8,4,309.5314961,49.5,0,0.000800366
2025-12-06 02:00:00\r\n',55,3,315.1850394,48.5,0,0.001161684
2025-12-06 02:15:00\r\n',55.3,2,301.0511811,48,0,0.001452739
2025-12-06 02:30:00\r\n',56.2,2,254.4094488,47.5,0,0.001702979
2025-12-06 02:45:00\r\n',55.3,2,333.5590551,47,0,0.001955716
2025-12-06 03:00:00\r\n',55.2,5,327.9055118,47.5,0,0.002332729
2025-12-06 03:15:00\r\n',56.1,7,329.3188976,47,0,0.002855038
2025-12-06 03:30:00\r\n',56.9,6,318.011811,46.5,0,0.003415988
2025-12-06 03:45:00\r\n',57.1,6,309.5314961,46.5,0,0.003963864
2025-12-06 04:00:00\r\n',56.1,6,323.6653543,47.5,0,0.004501228
2025-12-06 04:15:00\r\n',55.6,6,337.7992126,47,0,0.005026154
2025-12-06 04:30:00\r\n',55.4,7,322.2519685,47.5,0,0.005567903
2025-12-06 04:45:00\r\n',56.1,2,299.6377953,47.5,0,0.006012178
2025-12-06 05:00:00\r\n',56.7,8,305.2913386,47,0,0.006494167
2025-12-06 05:15:00\r\n',57.4,2,7.066929134,46.5,0,0.006988392
2025-12-06 05:30:00\r\n',58.6,2,339.2125984,45.5,0,0.007259304
2025-12-06 05:45:00\r\n',57.1,3,346.2795276,48,0,0.007576523
2025-12-06 06:00:00\r\n',57.1,3,342.0393701,47.5,0,0.007926534
2025-12-06 06:15:00\r\n',55.5,4,334.9724409,50,0,0.008301342
2025-12-06 06:30:00\r\n',55.6,6,325.0787402,51.5,0,0.008741724
2025-12-06 06:45:00\r\n',56,5,327.9055118,54,0,0.009195573
2025-12-06 07:00:00\r\n',57.8,6,334.9724409,47,0,0.010020131
2025-12-06 07:15:00\r\n',56.7,3,43.81496063,51.5,0,0.01085879
2025-12-06 07:30:00\r\n',53.4,0,120.1377953,60,0,0.011776086
2025-12-06 07:45:00\r\n',53.9,0,121.5511811,62,0,0.013087289
2025-12-06 08:00:00\r\n',53.9,1,4.24015748,65,0,0.015570613
2025-12-06 08:15:00\r\n',56.8,3,344.8661417,58,0,0.019247896
2025-12-06 08:30:00\r\n',57.6,3,340.6259843,57,0,0.023976658
2025-12-06 08:45:00\r\n',57.7,5,14.13385827,58.5,0,0.029593546
2025-12-06 09:00:00\r\n',59.6,6,11.30708661,55,0,0.03604214
2025-12-06 09:15:00\r\n',60,2,19.78740157,54.5,0,0.043624978
2025-12-06 09:30:00\r\n',62,2,8.480314961,49,0,0.052453266
2025-12-06 09:45:00\r\n',62.6,6,346.2795276,52,0,0.061952156
2025-12-06 10:00:00\r\n',63.7,1,337.7992126,48,0,0.072379024
2025-12-06 10:15:00\r\n',64.6,1,306.7047244,46.5,0,0.084070989
2025-12-06 10:30:00\r\n',64.3,3,16.96062992,49.5,0,0.09623826
2025-12-06 10:45:00\r\n',63,3,254.4094488,57,0,0.108481575
2025-12-06 11:00:00\r\n',63.1,2,7.066929134,61.5,0,0.121146767
2025-12-06 11:15:00\r\n',64.3,4,299.6377953,51,0,0.134132102
2025-12-06 11:30:00\r\n',65.1,3,305.2913386,54.5,0,0.147367443
2025-12-06 11:45:00\r\n',65.6,2,322.2519685,52.5,0,0.16108405
2025-12-06 12:00:00\r\n',64.7,3,318.011811,57.5,0,0.174806788
2025-12-06 12:15:00\r\n',65.9,1,301.0511811,49,0,0.188655908
2025-12-06 12:30:00\r\n',66.3,4,7.066929134,47,0,0.202343077
2025-12-06 12:45:00\r\n',66.8,1,334.9724409,47,0,0.215822478
2025-12-06 13:00:00\r\n',66.9,4,318.011811,48,0,0.229017227
2025-12-06 13:15:00\r\n',67.1,3,323.6653543,47,0,0.241589595
2025-12-06 13:30:00\r\n',67.8,4,303.8779528,46,0,0.253676413
2025-12-06 13:45:00\r\n',67.9,3,330.7322835,44,0,0.265184377
2025-12-06 14:00:00\r\n',67.5,2,254.4094488,44,0,0.276087845
2025-12-06 14:15:00\r\n',66.2,2,293.984252,45.5,0,0.286113412
2025-12-06 14:30:00\r\n',65.3,1,292.5708661,47.5,0,0.29516743
2025-12-06 14:45:00\r\n',64.5,3,308.1181102,50,0,0.29958608
2025-12-06 15:00:00\r\n',64.1,1,4.24015748,52,0,0.299861165
2025-12-06 15:15:00\r\n',64.1,3,289.7440945,48.5,0,0.30011776
2025-12-06 15:30:00\r\n',64.2,3,298.2244094,49.5,0,0.300480484
2025-12-06 15:45:00\r\n',63.9,1,257.2362205,51,0,0.30070668
2025-12-06 16:00:00\r\n',63.5,1,272.7834646,52,0,0.30076939
2025-12-06 16:15:00\r\n',63.2,0,285.503937,51.5,0,0.30076939
2025-12-06 16:30:00\r\n',61.1,0,245.9291339,56,0,0.30076939
2025-12-06 16:45:00\r\n',58.2,1,179.5,67,0,0.30076939
2025-12-06 17:00:00\r\n',57.1,4,189.3937008,68,0,0.300777184
2025-12-06 17:15:00\r\n',59.1,7,334.9724409,60.5,0,0.30096968
2025-12-06 17:30:00\r\n',60.5,9,342.0393701,59,0,0.301328444
2025-12-06 17:45:00\r\n',60.2,4,325.0787402,58.5,0,0.301636323
2025-12-06 18:00:00\r\n',61.6,3,302.4645669,53.5,0,0.301766335
2025-12-06 18:15:00\r\n',63.1,5,333.5590551,49.5,0,0.301983224
2025-12-06 18:30:00\r\n',63.4,4,330.7322835,48,0,0.302275042
2025-12-06 18:45:00\r\n',64.5,5,343.4527559,43.5,0,0.30259844
2025-12-06 19:00:00\r\n',63.9,5,286.9173228,44,0,0.302989692
2025-12-06 19:15:00\r\n',63.2,3,315.1850394,45.5,0,0.303267179
2025-12-06 19:30:00\r\n',62.5,5,349.1062992,46,0,0.303531938
2025-12-06 19:45:00\r\n',61.6,3,332.1456693,48,0,0.303781606
2025-12-06 20:00:00\r\n',60.9,1,342.0393701,49,0,0.303781606
2025-12-06 20:15:00\r\n',59.9,0,310.9448819,51.5,0,0.303781606
2025-12-06 20:30:00\r\n',59.6,0,275.6102362,51,0,0.303781606
2025-12-06 20:45:00\r\n',60.5,3,265.7165354,46.5,0,0.303781606
2025-12-06 21:00:00\r\n',60.5,2,260.0629921,46.5,0,0.303854519
2025-12-06 21:15:00\r\n',60.8,3,236.0354331,44.5,0,0.303932634
2025-12-06 21:30:00\r\n',60.9,3,228.9685039,43.5,0,0.304084161
2025-12-06 21:45:00\r\n',61.4,1,243.1023622,41,0,0.304103414
2025-12-06 22:00:00\r\n',62.2,1,231.7952756,39.5,0,0.304103414
2025-12-06 22:15:00\r\n',61.5,3,247.3425197,40.5,0,0.304131978
2025-12-06 22:30:00\r\n',61,3,258.6496063,41,0,0.304303896
2025-12-06 22:45:00\r\n',60.9,3,251.5826772,41.5,0,0.30447157
2025-12-06 23:00:00\r\n',60.8,2,243.1023622,41,0,0.304570319
2025-12-06 23:15:00\r\n',62.1,2,230.3818898,38,0,0.304599859
2025-12-06 23:30:00\r\n',61.6,2,241.6889764,38,0,0.304635408
2025-12-06 23:45:00\r\n',60.2,0,278.4370079,40,0,0.304635408
2025-12-07 00:00:00\r\n',59.4,3,227.5551181,41.5,0,0
2025-12-07 00:15:00\r\n',59.2,2,233.2086614,41.5,0,9.27E-05
2025-12-07 00:30:00\r\n',60.1,2,226.1417323,39.5,0,0.000115488
2025-12-07 00:45:00\r\n',59.5,1,244.515748,40,0,0.000115488
2025-12-07 01:00:00\r\n',59.1,3,260.0629921,41,0,0.000137675
2025-12-07 01:15:00\r\n',58.7,2,248.7559055,42,0,0.000229175
2025-12-07 01:30:00\r\n',58.6,3,248.7559055,41,0,0.000925233
2025-12-07 01:45:00\r\n',58.8,2,240.2755906,40.5,0,0.001285474
2025-12-07 02:00:00\r\n',58.5,2,245.9291339,42,0,0.001584909
2025-12-07 02:15:00\r\n',58.6,3,244.515748,42,0,0.001936278
2025-12-07 02:30:00\r\n',58.3,3,247.3425197,43.5,0,0.002331848
2025-12-07 02:45:00\r\n',58,4,247.3425197,46,0,0.002753459
2025-12-07 03:00:00\r\n',58,2,241.6889764,46,0,0.003122522
2025-12-07 03:15:00\r\n',58,2,245.9291339,46,0,0.003393434
2025-12-07 03:30:00\r\n',57.8,2,240.2755906,46.5,0,0.003662513
2025-12-07 03:45:00\r\n',57.7,3,250.1692913,46.5,0,0.003980614
2025-12-07 04:00:00\r\n',58.2,2,247.3425197,45,0,0.00430464
2025-12-07 04:15:00\r\n',56.9,4,195.0472441,48,0,0.00466672
2025-12-07 04:30:00\r\n',55.4,6,199.2874016,49,0,0.005134292
2025-12-07 04:45:00\r\n',54.5,5,200.7007874,48.5,0,0.005610494
2025-12-07 05:00:00\r\n',55.4,4,204.9409449,47.5,0,0.006042168
2025-12-07 05:15:00\r\n',58.4,3,196.4606299,41,0,0.006456157
2025-12-07 05:30:00\r\n',58.6,2,346.2795276,41,0,0.006813389
2025-12-07 05:45:00\r\n',57.9,0,291.1574803,42.5,0,0.006969296
2025-12-07 06:00:00\r\n',57,0,262.8897638,43.5,0,0.006969296
2025-12-07 06:15:00\r\n',56.1,0,257.2362205,45.5,0,0.006969296
2025-12-07 06:30:00\r\n',56.6,0,262.8897638,45.5,0,0.006969296
2025-12-07 06:45:00\r\n',53.8,5,197.8740157,52.5,0,0.007264449
2025-12-07 07:00:00\r\n',54.7,3,193.6338583,50,0,0.007874075
2025-12-07 07:15:00\r\n',53.9,6,200.7007874,52.5,0,0.008662114
2025-12-07 07:30:00\r\n',54.9,4,195.0472441,52.5,0,0.009943218
2025-12-07 07:45:00\r\n',56.1,4,200.7007874,53.5,0,0.011708516
2025-12-07 08:00:00\r\n',58.7,0,333.5590551,52,0,0.014486304
2025-12-07 08:15:00\r\n',59.7,0,195.0472441,47.5,0,0.018263809
2025-12-07 08:30:00\r\n',61.2,0,195.0472441,51,0,0.023178761
2025-12-07 08:45:00\r\n',62.4,0,79.1496063,48.5,0,0.029232036
2025-12-07 09:00:00\r\n',62.8,0,86.21653543,48,0,0.034477992
2025-12-07 09:15:00\r\n',63.6,0,79.1496063,48,0,0.040804921
2025-12-07 09:30:00\r\n',64,0,79.1496063,50,0,0.050070466
2025-12-07 09:45:00\r\n',64.7,0,8.480314961,48.5,0,0.060252642
2025-12-07 10:00:00\r\n',66.3,0,8.480314961,49.5,0,0.071344609
2025-12-07 10:15:00\r\n',67,0,347.6929134,45.5,0,0.083265664
2025-12-07 10:30:00\r\n',67,0,332.1456693,47,0,0.09580637
2025-12-07 10:45:00\r\n',67.2,0,327.9055118,41,0,0.108883139
2025-12-07 11:00:00\r\n',67.4,0,254.4094488,41,0,0.122434146
2025-12-07 11:15:00\r\n',67.7,0,49.46850394,44.5,0,0.136357087
2025-12-07 11:30:00\r\n',68.5,0,52.29527559,46.5,0,0.15061498
2025-12-07 11:45:00\r\n',68.9,1,24.02755906,43.5,0,0.165212322
2025-12-07 12:00:00\r\n',69.5,1,4.24015748,44.5,0,0.179992046
2025-12-07 12:15:00\r\n',69.7,0,32.50787402,43,0,0.194623165
2025-12-07 12:30:00\r\n',70.6,2,346.2795276,41.5,0,0.209250906
2025-12-07 12:45:00\r\n',70.8,3,349.1062992,43.5,0,0.223401256
2025-12-07 13:00:00\r\n',70.4,4,346.2795276,41.5,0,0.236970022
2025-12-07 13:15:00\r\n',70,3,332.1456693,42,0,0.24998892
2025-12-07 13:30:00\r\n',69.9,1,8.480314961,43,0,0.262632626
2025-12-07 13:45:00\r\n',69.3,1,262.8897638,46.5,0,0.274659449
2025-12-07 14:00:00\r\n',69.2,3,346.2795276,46,0,0.285767747
2025-12-07 14:15:00\r\n',68.9,2,323.6653543,43.5,0,0.295974275
2025-12-07 14:30:00\r\n',67.9,3,7.066929134,44.5,0,0.305228773
2025-12-07 14:45:00\r\n',64.9,3,237.4488189,48.5,0,0.309808327
2025-12-07 15:00:00\r\n',64.2,1,265.7165354,48,0,0.310115667
2025-12-07 15:15:00\r\n',64.4,1,284.0905512,47.5,0,0.310250503
2025-12-07 15:30:00\r\n',64,3,260.0629921,48.5,0,0.31051621
2025-12-07 15:45:00\r\n',64.3,1,278.4370079,48.5,0,0.310769685
2025-12-07 16:00:00\r\n',64.3,2,278.4370079,48,0,0.310926389
2025-12-07 16:15:00\r\n',64.5,3,293.984252,48,0,0.311185927
2025-12-07 16:30:00\r\n',64.6,3,285.503937,50,0,0.311460985
2025-12-07 16:45:00\r\n',63.2,0,279.8503937,53,0,0.311470197
2025-12-07 17:00:00\r\n',63.6,1,327.9055118,52.5,0,0.311470197
2025-12-07 17:15:00\r\n',63.1,4,313.7716535,53.5,0,0.311529192
2025-12-07 17:30:00\r\n',63.6,2,306.7047244,52.5,0,0.311638162
2025-12-07 17:45:00\r\n',63.5,3,288.3307087,52.5,0,0.311690888
2025-12-07 18:00:00\r\n',62.7,3,332.1456693,54,0,0.311797318
2025-12-07 18:15:00\r\n',63.4,2,347.6929134,54,0,0.311840997
2025-12-07 18:30:00\r\n',64.1,4,332.1456693,51,0,0.311954679
2025-12-07 18:45:00\r\n',63,0,325.0787402,52,0,0.311954679
2025-12-07 19:00:00\r\n',62.5,0,310.9448819,50,0,0.311954679
2025-12-07 19:15:00\r\n',63.2,3,4.24015748,47.5,0,0.311954679
2025-12-07 19:30:00\r\n',63.1,1,306.7047244,46.5,0,0.311960496
2025-12-07 19:45:00\r\n',63.2,0,330.7322835,45.5,0,0.311960496
2025-12-07 20:00:00\r\n',62.8,0,320.8385827,45.5,0,0.311960496
2025-12-07 20:15:00\r\n',63.4,0,306.7047244,44,0,0.311960496
2025-12-07 20:30:00\r\n',63.1,4,252.996063,44,0,0.311977562
2025-12-07 20:45:00\r\n',62.7,3,264.3031496,44,0,0.312200168
2025-12-07 21:00:00\r\n',63,1,299.6377953,43.5,0,0.312217318
2025-12-07 21:15:00\r\n',62.2,3,260.0629921,45,0,0.312232144
2025-12-07 21:30:00\r\n',61.6,0,289.7440945,46,0,0.312232144
2025-12-07 21:45:00\r\n',61.4,3,286.9173228,46.5,0,0.312232144
2025-12-07 22:00:00\r\n',60.9,2,313.7716535,48,0,0.312303401
2025-12-07 22:15:00\r\n',60.1,4,326.492126,49,0,0.312427518
2025-12-07 22:30:00\r\n',60.5,1,282.6771654,48,0,0.312490306
2025-12-07 22:45:00\r\n',60.8,1,272.7834646,46,0,0.312490306
2025-12-07 23:00:00\r\n',60.5,0,310.9448819,46.5,0,0.312490306
2025-12-07 23:15:00\r\n',60.2,0,301.0511811,47,0,0.312490306
2025-12-07 23:30:00\r\n',59.7,1,296.8110236,47.5,0,0.312490306
2025-12-07 23:45:00\r\n',59.9,0,316.5984252,47.5,0,0.312490306
2025-12-08 00:00:00\r\n',59.1,1,298.2244094,49,0,0
2025-12-08 00:15:00\r\n',58.6,3,293.984252,50.5,0,0
2025-12-08 00:30:00\r\n',58.5,1,303.8779528,51,0,0
2025-12-08 00:45:00\r\n',58.8,2,309.5314961,49.5,0,0
2025-12-08 01:00:00\r\n',58.7,2,277.023622,49.5,0,0
2025-12-08 01:15:00\r\n',58.5,2,261.476378,49,0,0
2025-12-08 01:30:00\r\n',57.9,2,269.9566929,50,0,0
2025-12-08 01:45:00\r\n',58.4,0,301.0511811,49.5,0,0.000132625
2025-12-08 02:00:00\r\n',58.9,1,316.5984252,48,0,0.00019226
2025-12-08 02:15:00\r\n',59,2,277.023622,47.5,0,0.000400933
2025-12-08 02:30:00\r\n',58.2,2,247.3425197,49,0,0.000663182
2025-12-08 02:45:00\r\n',60.3,0,301.0511811,45,0,0.00080654
2025-12-08 03:00:00\r\n',58.4,0,292.5708661,48,0,0.00080654
2025-12-08 03:15:00\r\n',58.1,1,265.7165354,48,0,0.000866764
2025-12-08 03:30:00\r\n',58.1,4,257.2362205,48,0,0.001177889
2025-12-08 03:45:00\r\n',58.2,2,272.7834646,48,0,0.00153406
2025-12-08 04:00:00\r\n',58.9,1,272.7834646,46.5,0,0.001743274
2025-12-08 04:15:00\r\n',58,3,260.0629921,48,0,0.002010015
2025-12-08 04:30:00\r\n',58.8,1,309.5314961,46,0,0.002277807
2025-12-08 04:45:00\r\n',57,0,306.7047244,49,0,0.00233832
2025-12-08 05:00:00\r\n',56.9,1,264.3031496,49.5,0,0.002395357
2025-12-08 05:15:00\r\n',57.5,0,306.7047244,48.5,0,0.002453014
2025-12-08 05:30:00\r\n',57.9,1,318.011811,48,0,0.002512264
2025-12-08 05:45:00\r\n',58,1,313.7716535,47,0,0.002650858
2025-12-08 06:00:00\r\n',58.6,1,315.1850394,46.5,0,0.002792503
2025-12-08 06:15:00\r\n',58.2,1,254.4094488,45.5,0,0.002936571
2025-12-08 06:30:00\r\n',59.1,0,288.3307087,44,0,0.003001789
2025-12-08 06:45:00\r\n',58.4,1,303.8779528,45.5,0,0.003077453
2025-12-08 07:00:00\r\n',58.2,2,301.0511811,46,0,0.003415531
2025-12-08 07:15:00\r\n',58.2,1,285.503937,46,0,0.00387499
2025-12-08 07:30:00\r\n',60,0,299.6377953,44,0,0.004695752
2025-12-08 07:45:00\r\n',61.7,1,329.3188976,42,0,0.006162807
2025-12-08 08:00:00\r\n',62.5,0,292.5708661,43,0,0.008967541
2025-12-08 08:15:00\r\n',62.7,0,326.492126,44.5,0,0.012951873
2025-12-08 08:30:00\r\n',62.7,0,333.5590551,41.5,0,0.018066155
2025-12-08 08:45:00\r\n',64.1,0,292.5708661,39.5,0,0.024282438
2025-12-08 09:00:00\r\n',64.1,1,4.24015748,42,0,0.031740385
2025-12-08 09:15:00\r\n',65,0,4.24015748,42,0,0.040279148
2025-12-08 09:30:00\r\n',65.1,0,11.30708661,40.5,0,0.049685198
2025-12-08 09:45:00\r\n',65.5,0,11.30708661,42,0,0.060005319
2025-12-08 10:00:00\r\n',66.6,1,7.066929134,39,0,0.071346672
2025-12-08 10:15:00\r\n',66.9,2,4.24015748,41.5,0,0.083566796
2025-12-08 10:30:00\r\n',67.9,3,326.492126,42.5,0,0.096310044
2025-12-08 10:45:00\r\n',67.9,4,254.4094488,41,0,0.109478655
2025-12-08 11:00:00\r\n',68.5,1,254.4094488,41,0,0.123310558
2025-12-08 11:15:00\r\n',68.7,3,4.24015748,42.5,0,0.13762963
2025-12-08 11:30:00\r\n',68.9,4,327.9055118,42.5,0,0.151862075
2025-12-08 11:45:00\r\n',69.5,6,318.011811,42,0,0.165953813
2025-12-08 12:00:00\r\n',70.2,3,343.4527559,41.5,0,0.180282725
2025-12-08 12:15:00\r\n',71,2,337.7992126,42,0,0.195093379
2025-12-08 12:30:00\r\n',71.2,5,306.7047244,39,0,0.209610722
2025-12-08 12:45:00\r\n',71.5,3,344.8661417,39.5,0,0.223819981
2025-12-08 13:00:00\r\n',71.8,4,7.066929134,41,0,0.237793634
2025-12-08 13:15:00\r\n',71.2,2,313.7716535,43.5,0,0.251290262
2025-12-08 13:30:00\r\n',70.8,3,340.6259843,40.5,0,0.264192374
2025-12-08 13:45:00\r\n',70.9,4,330.7322835,42.5,0,0.276322326
2025-12-08 14:00:00\r\n',70.6,3,292.5708661,41,0,0.287695001
2025-12-08 14:15:00\r\n',69,2,320.8385827,43,0,0.298157977
2025-12-08 14:30:00\r\n',68,1,258.6496063,43,0,0.307636786
2025-12-08 14:45:00\r\n',67.3,1,308.1181102,44.5,0,0.312294373
2025-12-08 15:00:00\r\n',66.2,2,212.007874,48,0,0.312657201
2025-12-08 15:15:00\r\n',64.1,0,207.7677165,50.5,0,0.312793986
2025-12-08 15:30:00\r\n',63.3,1,206.3543307,50,0,0.312831847
2025-12-08 15:45:00\r\n',63.8,4,337.7992126,49.5,0,0.313133967
2025-12-08 16:00:00\r\n',63,0,216.2480315,51.5,0,0.313345681
2025-12-08 16:15:00\r\n',61.6,5,200.7007874,54.5,0,0.313567675
2025-12-08 16:30:00\r\n',61.4,2,168.1929134,54.5,0,0.313842127
2025-12-08 16:45:00\r\n',59.9,5,196.4606299,58,0,0.314058282
